category,alloy_name,x_Al,x_Cr,x_Cu,x_Hf,x_Mo,x_Nb,x_Ru,x_Si,x_Ta,x_Ti,x_V,x_W,x_Zr,natoms,E_total_eV,E_per_atom_eV,E_form_per_atom_eV,volume_A3,volume_per_atom_A3,Ru_at_frac,vec_avg,radius_avg,vol_avg,delta_r,chi_avg,delta_chi,Hmix_kJmol
03_Matrix_Binaries,MATRIX_BIN_027_Nb87_Ta12,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.125,0.0,0.0,0.0,0.0,8,-79.07290741,-9.88411342625,-0.16067543874999934,119.16400000000006,14.895500000000007,0.0,5.0,1.46,18.0,0.0,1.5875000000000001,0.03307189138830741,-0.4375
03_Matrix_Binaries,MATRIX_BIN_028_Nb12_W87,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.875,0.0,8,-101.19975143,-12.64996892875,-0.2741750637500022,119.16400000000006,14.895500000000007,0.0,5.875,1.3987499999999997,16.075000000000003,0.016550723125515757,2.265,0.25134637455113606,-0.875
03_Matrix_Binaries,MATRIX_BIN_029_Nb25_W75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,8,-97.82139178,-12.2276739725,-0.2654133924999993,119.16400000000006,14.895500000000007,0.0,5.75,1.4075,16.35,0.021535267589666326,2.17,0.3290896534380866,-1.5
03_Matrix_Binaries,MATRIX_BIN_030_Nb50_W50,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,8,-90.67925941,-11.33490742625,-0.19971341625000072,119.16399999999996,14.895499999999995,0.0,5.5,1.4249999999999998,16.9,0.02456140350877195,1.98,0.3799999999999999,-2.0
03_Matrix_Binaries,MATRIX_BIN_031_Nb75_W25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,8,-83.85903926,-10.4823799075,-0.17425246750000056,119.16399999999996,14.895499999999995,0.0,5.25,1.4425,17.45,0.02101274809875594,1.79,0.3290896534380866,-1.5
03_Matrix_Binaries,MATRIX_BIN_032_Nb87_W12,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.125,0.0,8,-80.54919474,-10.0686493425,-0.1740551874999987,119.16400000000006,14.895500000000007,0.0,5.125,1.45125,17.725,0.01595198895560049,1.695,0.25134637455113606,-0.875
03_Matrix_Binaries,MATRIX_BIN_033_Nb12_V87,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.875,0.0,0.0,8,-71.6435032,-8.9554379,0.050899175000001406,119.16400000000006,14.895500000000007,0.0,5.0,1.355,13.975,0.029288759901084035,1.62625,0.00992156741649215,-0.4375
03_Matrix_Binaries,MATRIX_BIN_034_Nb25_V75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,8,-72.86322755,-9.10790344375,-0.03374868375000162,119.16399999999996,14.895499999999995,0.0,5.0,1.37,14.55,0.03792811987377094,1.6225,0.012990381056766495,-0.75
03_Matrix_Binaries,MATRIX_BIN_035_Nb50_V50,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,8,-74.78725012,-9.348406265,-0.13861613499999947,119.16399999999985,14.89549999999998,0.0,5.0,1.4,15.7,0.042857142857142816,1.615,0.014999999999999902,-1.0
03_Matrix_Binaries,MATRIX_BIN_036_Nb75_V25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,8,-76.29275336,-9.53659417,-0.1911686699999997,119.16400000000006,14.895500000000007,0.0,5.0,1.43,16.85,0.036336730228717674,1.6075000000000002,0.012990381056766495,-0.75
03_Matrix_Binaries,MATRIX_BIN_037_Nb87_V12,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.125,0.0,0.0,8,-76.93231294,-9.6165391175,-0.20329593249999967,119.16400000000006,14.895500000000007,0.0,5.0,1.4449999999999998,17.425,0.027464546481639363,1.6037500000000002,0.00992156741649215,-0.4375
03_Matrix_Binaries,MATRIX_BIN_038_Mo12_Ta87,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,8,-90.79467695,-11.34933461875,0.002871840000000958,119.16400000000006,14.895500000000007,0.0,5.125,1.45125,17.7,0.01595198895560049,1.5825,0.2182744831628288,-0.875
03_Matrix_Binaries,MATRIX_BIN_039_Mo25_Ta75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,8,-90.85447798,-11.3568097475,-0.07247463999999937,119.16399999999996,14.895499999999995,0.0,5.25,1.4425,17.4,0.02101274809875594,1.665,0.2857883832488648,-1.5
03_Matrix_Binaries,MATRIX_BIN_040_Mo50_Ta50,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,8,-90.36966885,-11.29620860625,-0.14761620124999908,119.16400000000016,14.89550000000002,0.0,5.5,1.4249999999999998,16.8,0.02456140350877195,1.83,0.33000000000000007,-2.0
03_Matrix_Binaries,MATRIX_BIN_041_Mo75_Ta25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,8,-89.70462887,-11.21307860875,-0.20022890624999867,119.16400000000006,14.895500000000007,0.0,5.75,1.4075,16.2,0.021535267589666326,1.995,0.2857883832488648,-1.5
03_Matrix_Binaries,MATRIX_BIN_042_Mo87_Ta12,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,8,-89.00589109,-11.12573638625,-0.1807580350000002,119.16400000000006,14.895500000000007,0.0,5.875,1.3987499999999997,15.9,0.016550723125515757,2.0775,0.2182744831628288,-0.875
03_Matrix_Binaries,MATRIX_BIN_043_Mo12_W87,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,8,-102.03733036,-12.754666295,-0.204366663750001,119.16400000000006,14.895500000000007,0.0,6.0,1.39,15.775,0.0,2.335,0.06614378277661467,-0.4375
03_Matrix_Binaries,MATRIX_BIN_044_Mo25_W75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,8,-100.04862943,-12.50607867875,-0.1948065662499996,119.16400000000006,14.895500000000007,0.0,6.0,1.39,15.750000000000002,0.0,2.31,0.08660254037844375,-0.75
03_Matrix_Binaries,MATRIX_BIN_045_Mo50_W50,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,8,-96.045863,-12.005732875,-0.17251579999999933,119.16400000000006,14.895500000000007,0.0,6.0,1.39,15.7,0.0,2.26,0.09999999999999987,-1.0
03_Matrix_Binaries,MATRIX_BIN_046_Mo75_W25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,8,-91.99133171,-11.49891646375,-0.14375442625000012,119.16400000000006,14.895500000000007,0.0,6.0,1.39,15.649999999999999,0.0,2.21,0.08660254037844375,-0.75
03_Matrix_Binaries,MATRIX_BIN_047_Mo87_W12,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,8,-89.95255632,-11.24406954,-0.12793502124999812,119.16400000000006,14.895500000000007,0.0,6.0,1.39,15.625,0.0,2.185,0.06614378277661467,-0.4375
03_Matrix_Binaries,MATRIX_BIN_048_Mo12_V87,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,8,-72.85203981,-9.10650497625,0.07433786500000039,119.16400000000006,14.895500000000007,0.0,5.125,1.3462500000000002,13.674999999999999,0.012282968017941435,1.69625,0.1752810243580292,-0.4375
03_Matrix_Binaries,MATRIX_BIN_049_Mo25_V75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,8,-75.51000214,-9.4387502675,-0.015583975000000194,119.16400000000006,14.895500000000007,0.0,5.25,1.3525,13.950000000000001,0.016007863286218792,1.7625,0.22949673200287635,-0.75
03_Matrix_Binaries,MATRIX_BIN_050_Mo50_V50,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,8,-80.08050114,-10.0100626425,-0.1022494475000002,119.16400000000006,14.895500000000007,0.0,5.5,1.365,14.5,0.01831501831501825,1.895,0.2650000000000001,-1.0
03_Matrix_Binaries,MATRIX_BIN_051_Mo75_V25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,8,-84.46326363,-10.55790795375,-0.16544785625000102,119.16399999999996,14.895499999999995,0.0,5.75,1.3775,15.049999999999999,0.015717339451623145,2.0275,0.22949673200287632,-0.75
03_Matrix_Binaries,MATRIX_BIN_052_Mo87_V12,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,8,-86.34177054,-10.7927213175,-0.1579377687499992,119.16400000000006,14.895500000000007,0.0,5.875,1.3837499999999998,15.325000000000001,0.011950096255937556,2.09375,0.1752810243580292,-0.4375
03_Matrix_Binaries,MATRIX_BIN_053_Ta12_W87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.875,0.0,8,-103.20956911,-12.90119613875,-0.2830251562500017,119.16400000000006,14.895500000000007,0.0,5.875,1.3987499999999997,16.075000000000003,0.016550723125515757,2.2525,0.2844182659394434,-0.4375
03_Matrix_Binaries,MATRIX_BIN_054_Ta25_W75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,8,-101.74902737,-12.71862842125,-0.2716136062499981,119.16400000000006,14.895500000000007,0.0,5.75,1.4075,16.35,0.021535267589666326,2.145,0.3723909236273086,-0.75
03_Matrix_Binaries,MATRIX_BIN_055_Ta50_W50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,8,-98.09918784,-12.26239848,-0.15769599999999961,119.16399999999996,14.895499999999995,0.0,5.5,1.4249999999999998,16.9,0.02456140350877195,1.93,0.42999999999999994,-1.0
03_Matrix_Binaries,MATRIX_BIN_056_Ta75_W25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,8,-94.39233075,-11.79904134375,-0.03665119875000045,119.16399999999996,14.895499999999995,0.0,5.25,1.4425,17.45,0.02101274809875594,1.7149999999999999,0.3723909236273086,-0.75
03_Matrix_Binaries,MATRIX_BIN_057_Ta87_W12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.125,0.0,8,-92.50687817,-11.56335977125,0.027874206250002587,119.16400000000006,14.895500000000007,0.0,5.125,1.45125,17.725,0.01595198895560049,1.6075,0.2844182659394434,-0.4375
03_Matrix_Binaries,MATRIX_BIN_058_Ta12_V87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.875,0.0,0.0,8,-73.42092463,-9.17761557875,0.07109861374999937,119.16400000000006,14.895500000000007,0.0,5.0,1.355,13.975,0.029288759901084035,1.61375,0.042993458804799566,0.0
03_Matrix_Binaries,MATRIX_BIN_059_Ta25_V75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,8,-76.40914757,-9.55114344625,0.00776554874999924,119.16400000000006,14.895500000000007,0.0,5.0,1.37,14.55,0.03792811987377094,1.5975,0.056291651245988464,0.0
03_Matrix_Binaries,MATRIX_BIN_060_Ta50_V50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,8,-81.78915484,-10.223644355,-0.04434575500000015,119.16399999999996,14.895499999999995,0.0,5.0,1.4,15.7,0.042857142857142816,1.565,0.06499999999999995,0.0
03_Matrix_Binaries,MATRIX_BIN_061_Ta75_V25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,8,-86.43429916,-10.804287395,-0.004599190000000419,119.16399999999996,14.895499999999995,0.0,5.0,1.43,16.85,0.036336730228717674,1.5325,0.056291651245988464,0.0
03_Matrix_Binaries,MATRIX_BIN_062_Ta87_V12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.125,0.0,0.0,8,-88.6232293,-11.0779036625,0.03197934499999988,119.16400000000006,14.895500000000007,0.0,5.0,1.4449999999999998,17.425,0.027464546481639363,1.5162499999999999,0.042993458804799566,0.0
03_Matrix_Binaries,MATRIX_BIN_063_W12_V87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0.0,8,-74.81881937,-9.35235242125,0.0675179387500009,119.16400000000006,14.895500000000007,0.0,5.125,1.3462500000000002,13.7,0.012282968017941435,1.72125,0.24142480713464387,0.0
03_Matrix_Binaries,MATRIX_BIN_064_W25_V75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,8,-79.39914985,-9.92489373125,-0.023672401249999808,119.16399999999996,14.895499999999995,0.0,5.25,1.3525,14.0,0.016007863286218792,1.8125,0.31609927238132013,0.0
03_Matrix_Binaries,MATRIX_BIN_065_W50_V50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,8,-88.25503273,-11.03187909125,-0.16795582124999875,119.16399999999996,14.895499999999995,0.0,5.5,1.365,14.600000000000001,0.01831501831501825,1.9949999999999999,0.365,0.0
03_Matrix_Binaries,MATRIX_BIN_066_W75_V25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,8,-96.89815283,-12.11226910375,-0.28564389375000054,119.16399999999996,14.895499999999995,0.0,5.75,1.3775,15.200000000000001,0.015717339451623145,2.1775,0.31609927238132013,0.0
03_Matrix_Binaries,MATRIX_BIN_067_W87_V12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.875,0.0,8,-100.77381372,-12.596726715,-0.2887505350000019,119.16400000000006,14.895500000000007,0.0,5.875,1.3837499999999998,15.500000000000002,0.011950096255937556,2.26875,0.24142480713464387,0.0
04_Matrix_Ternaries,MATRIX_TERN_068_Nb33_Mo33_Ta33,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,9,-98.24339595,-10.915932883333333,-0.3231843233333329,134.05949999999999,14.895499999999998,0.0,5.333333333333333,1.4366666666666665,17.2,0.022968665746198817,1.7533333333333334,0.29044027881055956,-2.2222222222222223
04_Matrix_Ternaries,MATRIX_TERN_069_Nb33_Mo33_W33,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,9,-101.77494505,-11.308327227777777,-0.25916222111111153,134.05949999999999,14.895499999999998,0.0,5.666666666666666,1.413333333333333,16.466666666666665,0.023347865416536953,2.04,0.3216623488483951,-2.2222222222222223
04_Matrix_Ternaries,MATRIX_TERN_070_Nb33_Mo33_V33,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,9,-90.58700033,-10.065222258888888,-0.29965983888888736,134.05950000000024,14.895500000000027,0.0,5.333333333333333,1.3966666666666665,15.666666666666666,0.03523824119387447,1.7966666666666666,0.25720722298480575,-1.7777777777777777
04_Matrix_Ternaries,MATRIX_TERN_071_Nb33_Ta33_W33,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,9,-103.78462632,-11.531625146666666,-0.3014698700000018,134.05949999999976,14.895499999999974,0.0,5.333333333333333,1.4366666666666665,17.266666666666666,0.022968665746198817,1.8199999999999998,0.3840138886377244,-1.7777777777777777
04_Matrix_Ternaries,MATRIX_TERN_072_Nb33_Ta33_V33,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,9,-92.85108969,-10.316787743333332,-0.3702350533333316,134.05949999999999,14.895499999999998,0.0,5.0,1.42,16.46666666666667,0.03983700175698854,1.5766666666666664,0.0555777733351102,-0.8888888888888888
