B2_Name,a_B2,a_BCC,Pred_Misfit,Pred_Energy,Misfit,B2_Ru,B2_Hf,B2_Ti,B2_Al,B2_Zr,B2_Mo,BCC_Mo,BCC_Ta,BCC_V,BCC_Nb
B2_PENALTY_114_Ru75Cr25_Hf,3.225424668,3.23145248,0.0017578461849999938,-0.878162691,-0.001867098,0.375,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
B2_PENALTY_114_Ru75Cr25_Hf,3.225424668,3.24817106,-0.004526053442916663,-0.878162691,-0.007027437,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75
B2_MULTI_162_A_Ru75_Al25_B_HfZr,3.283818469,3.24817106,0.00948812296999998,-0.8758682595082984,0.010914717,0.375,0.25,0.0,0.125,0.25,0.0,0.0,0.0,0.25,0.75
B2_MULTI_162_A_Ru75_Al25_B_HfZr,3.283818469,3.26436851,0.005421340397500006,-0.8758682595082984,0.005940563,0.375,0.25,0.0,0.125,0.25,0.0,0.25,0.75,0.0,0.0
B2_MULTI_162_A_Ru75_Al25_B_HfZr,3.283818469,3.31909493,-0.007747055464999988,-0.8758682595082984,-0.01068512,0.375,0.25,0.0,0.125,0.25,0.0,0.0,0.25,0.0,0.75
B2_MULTI_162_A_Ru75_Al25_B_HfZr,3.283818469,3.31173466,-0.008682577169166643,-0.8758682595082984,-0.008465155,0.375,0.25,0.0,0.125,0.25,0.0,0.0,0.75,0.0,0.25
B2_MULTI_162_A_Ru75_Al25_B_HfZr,3.283818469,3.27521311,0.0035204221974999912,-0.8758682595082984,0.002623972,0.375,0.25,0.0,0.125,0.25,0.0,0.25,0.0,0.0,0.75
B2_MULTI_162_A_Ru75_Al25_B_HfZr,3.283818469,3.31693148,-0.009043420444999976,-0.8758682595082984,-0.010033106,0.375,0.25,0.0,0.125,0.25,0.0,0.0,0.5,0.0,0.5
B2_TERN_SOL_103_Ru_Zr75_Ta25,3.244496924,3.23816412,-0.001547377159067807,-0.8632188032674784,0.001953767,0.5,0.0,0.0,0.0,0.375,0.0,0.0,0.75,0.25,0.0
B2_TERN_SOL_103_Ru_Zr75_Ta25,3.244496924,3.23145248,0.002629123365671746,-0.8632188032674784,0.004028581,0.5,0.0,0.0,0.0,0.375,0.0,0.5,0.0,0.0,0.5
B2_TERN_SOL_103_Ru_Zr75_Ta25,3.244496924,3.26436851,-0.008106905218870801,-0.8632188032674784,-0.006106006,0.5,0.0,0.0,0.0,0.375,0.0,0.25,0.75,0.0,0.0
B2_TERN_SOL_103_Ru_Zr75_Ta25,3.244496924,3.22178751,0.0031264589224328744,-0.8632188032674784,0.007023945,0.5,0.0,0.0,0.0,0.375,0.0,0.5,0.5,0.0,0.0
B2_TERN_SOL_103_Ru_Zr75_Ta25,3.244496924,3.24817106,-0.003414492664803568,-0.8632188032674784,-0.00113178,0.5,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.25,0.75
