alloy_name,run_folder,natoms,missing_refs,volume_A3,a_A,b_A,c_A,alpha_deg,beta_deg,gamma_deg,lattice_parameter,n_formula_units,multiplicity,total_energy_eV,energy_per_atom_eV,formation_energy_per_atom_eV,formation_energy_per_atom_meV,VEC,VEC_missing_for,X_Ru,X_Hf,X_Ti,X_Zr,X_Al,X_Mo,X_Nb,X_Ta,X_W,X_V,X_Cr,X_Cu,X_Si
B2_MULTI_160_A_Ru75_Al25_B_HfTi,./07_B2_HighOrder/B2_MULTI_160_A_Ru75_Al25_B_HfTi,16,,258.8273594,6.369449708,6.366285851,6.383125165,90,90.41197108,90,3.186447237,8,2,-143.4364968,-8.964781052,-0.900034303,-900.0343031,5.375,,0.375,0.25,0.25,0,0.125,0,0,0,0,0,0,0,0
B2_MULTI_161_A_Ru87_Al12_B_HfZr,./07_B2_HighOrder/B2_MULTI_161_A_Ru87_Al12_B_HfZr,16,,279.268368,6.535267415,6.537010683,6.537010683,90.00901211,89.99967959,90.00032041,2.593983772,16,1,-152.5671154,-9.535444711,-0.966894404,-966.8944044,5.6875,,0.4375,0.25,0,0.25,0.0625,0,0,0,0,0,0,0,0
B2_MULTI_162_A_Ru75_Al25_B_HfZr,./07_B2_HighOrder/B2_MULTI_162_A_Ru75_Al25_B_HfZr,16,,283.2874989,6.56281149,6.573907239,6.566202378,90,90.07329907,90,3.283818469,8,2,-145.9672403,-9.122952516,-0.87583034,-875.83034,5.375,,0.375,0.25,0,0.25,0.125,0,0,0,0,0,0,0,0
B2_MULTI_163_A_Ru87_Al12_B_HfAl,./07_B2_HighOrder/B2_MULTI_163_A_Ru87_Al12_B_HfAl,16,,248.5907917,6.293140687,6.293140578,6.2770635,89.80872788,90.19127243,89.84911136,2.495293785,16,1,-134.5314847,-8.408217791,-4.954411074,-4954.411074,2.8125,,0.25,0.0625,0,0,0.1875,0,0,0,0,0,0,0,0
B2_MULTI_163_A_Ru87_Al13_B_HfAl,./07_B2_HighOrder/B2_MULTI_163_A_Ru87_Al13_B_HfAl,16,,248.4901536,6.221605271,6.419691055,6.221605271,90,90.38591717,90,2.494957013,16,1,-134.4872967,-8.405456041,-1.044063929,-1044.063929,5.4375,,0.4375,0.25,0,0,0.3125,0,0,0,0,0,0,0,0
B2_MULTI_164_A_Ru75_Al25_B_HfAl,./07_B2_HighOrder/B2_MULTI_164_A_Ru75_Al25_B_HfAl,16,,252.6409645,6.247473139,6.38648853,6.332016212,90,90.26886162,90,3.160855152,8,2,-127.5642286,-7.97276429,-0.932800309,-932.8003088,5.125,,0.375,0.25,0,0,0.375,0,0,0,0,0,0,0,0
B2_MULTI_165_A_Ru87_Al12_B_TiZr,./07_B2_HighOrder/B2_MULTI_165_A_Ru87_Al12_B_TiZr,16,,260.2366385,6.370593974,6.391430002,6.391430002,89.94301191,89.76449061,90.23550939,2.533666714,16,1,-142.7976799,-8.924854995,-0.881935538,-881.9355381,5.6875,,0.4375,0,0.25,0.25,0.0625,0,0,0,0,0,0,0,0
B2_MULTI_166_A_Ru75_Al25_B_TiZr,./07_B2_HighOrder/B2_MULTI_166_A_Ru75_Al25_B_TiZr,16,,263.7105651,6.403346845,6.399449753,6.435604615,90,89.5833112,90,3.206361714,8,2,-136.4728729,-8.529554554,-0.808063227,-808.0632275,5.375,,0.375,0,0.25,0.25,0.125,0,0,0,0,0,0,0,0
B2_MULTI_167_A_Ru87_Al12_B_TiAl,./07_B2_HighOrder/B2_MULTI_167_A_Ru87_Al12_B_TiAl,16,,228.0475466,6.096672405,6.115994174,6.115993388,90.14677061,89.97240676,90.02759364,2.424572308,16,1,-125.8524567,-7.865778544,-5.952786629,-5952.786629,1.5,,0.0625,0,0.0625,0,0.25,0,0,0,0,0,0,0,0
B2_MULTI_167_A_Ru87_Al13_B_TiAl,./07_B2_HighOrder/B2_MULTI_167_A_Ru87_Al13_B_TiAl,16,,228.0187201,6.114031677,6.114031677,6.099793969,90.01519859,90.01519859,89.99618624,2.424470144,16,1,-125.711234,-7.856952123,-1.021190861,-1021.190861,5.4375,,0.4375,0,0.25,0,0.3125,0,0,0,0,0,0,0,0
B2_MULTI_168_A_Ru75_Al25_B_TiAl,./07_B2_HighOrder/B2_MULTI_168_A_Ru75_Al25_B_TiAl,16,,231.6796123,6.123449659,6.105113905,6.197306278,90,90,90.27672118,3.070901903,8,2,-119.2914955,-7.45571847,-0.941385339,-941.3853388,5.125,,0.375,0,0.25,0,0.375,0,0,0,0,0,0,0,0
B2_MULTI_169_A_Ru87_Al12_B_ZrAl,./07_B2_HighOrder/B2_MULTI_169_A_Ru87_Al12_B_ZrAl,16,,253.7489537,6.29218566,6.350659234,6.350658907,89.35083384,89.76884435,89.76884456,2.512434563,16,1,-127.5228183,-7.970176145,-3.978965604,-3978.965604,3.1875,,0.3125,0,0,0.125,0.0625,0,0,0,0,0,0,0,0
B2_MULTI_169_A_Ru87_Al13_B_ZrAl,./07_B2_HighOrder/B2_MULTI_169_A_Ru87_Al13_B_ZrAl,16,,253.7486812,6.350656365,6.292184284,6.350656365,90.23116989,90.64917264,89.76883011,2.512433663,16,1,-127.5228189,-7.970176179,-0.95203949,-952.03949,5.4375,,0.4375,0,0,0.25,0.3125,0,0,0,0,0,0,0,0
B2_MULTI_170_A_Ru75_Al25_B_ZrAl,./07_B2_HighOrder/B2_MULTI_170_A_Ru75_Al25_B_ZrAl,16,,257.2874679,6.35751055,6.35751055,6.368917382,90,90,88.17163325,3.180115415,8,2,-121.3141827,-7.582136421,-0.885427863,-885.4278625,5.125,,0.375,0,0,0.25,0.375,0,0,0,0,0,0,0,0
